1,清华大学,94.0 
2,北京大学,81.2 
3,浙江大学,77.8 
4,上海交通大学,77.5 
5,复旦大学,71.1 
6,中国科学技术大学,65.9 
7,南京大学,65.3 
8,华中科技大学,63.0 
9,中山大学,62.7 
10,哈尔滨工业大学,61.6 
11,同济大学,60.8 
12,东南大学,59.8 
13,武汉大学,58.4 
14,北京航空航天大学,58.3 
15,南开大学,58.2 
16,四川大学,57.4 
16,西安交通大学,57.4 
18,天津大学,56.2 
19,华南理工大学,56.1 
20,北京师范大学,55.1 
21,厦门大学,55.0 
22,山东大学,54.5 
23,大连理工大学,54.1 
24,吉林大学,53.9 
25,北京理工大学,53.1 
26,中南大学,52.4 
27,对外经济贸易大学,51.9 
28,苏州大学,51.7 
28,中国人民大学,51.7 
30,西北工业大学,51.1 
31,湖南大学,50.7 
32,华东理工大学,50.0 
32,华东师范大学,50.0 
34,电子科技大学,49.4 
35,重庆大学,49.3 
36,南京航空航天大学,49.1 
37,北京科技大学,48.9 
38,上海财经大学,48.8 
39,南京理工大学,48.0 
39,中国农业大学,48.0 
41,北京交通大学,47.4 
42,北京化工大学,47.1 
42,首都医科大学,47.1 
44,福州大学,46.7 
44,武汉理工大学,46.7 
44,中央财经大学,46.7 
47,北京邮电大学,46.6 
47,东华大学,46.6 
47,华中师范大学,46.6 
50,上海大学,46.5 
51,西安电子科技大学,46.2 
52,北京协和医学院,45.9 
53,天津医科大学,45.7 
54,华北电力大学,45.5 
55,东北大学,45.3 
55,东北师范大学,45.3 
57,暨南大学,45.2 
58,兰州大学,45.0 
59,江南大学,44.8 
59,南京医科大学,44.8 
61,中国海洋大学,44.7 
62,上海外国语大学,44.5 
63,中国地质大学（北京）,44.3 
64,西南财经大学,44.1 
65,中国地质大学（武汉）,44.0 
66,华中农业大学,43.9 
66,南方医科大学,43.9 
68,合肥工业大学,43.6 
69,中国医科大学,43.5 
70,西南大学,43.4 
71,南京农业大学,43.3 
71,中国药科大学,43.3 
71,中南财经政法大学,43.3 
74,哈尔滨工程大学,43.2 
74,中国石油大学（北京）,43.2 
76,浙江工业大学,43.0 
77,东北财经大学,42.9 
77,河海大学,42.9 
77,中国矿业大学,42.9 
80,北京工业大学,42.8 
80,中国石油大学（华东）,42.8 
82,广东外语外贸大学,42.7 
83,南京师范大学,42.4 
84,中国政法大学,42.3 
85,北京中医药大学,42.0 
85,西南交通大学,42.0 
87,华南师范大学,41.9 
87,中国传媒大学,41.9 
89,北京林业大学,41.7 
89,江苏大学,41.7 
89,深圳大学,41.7 
92,汕头大学,41.6 
92,首都经济贸易大学,41.6 
92,西北农林科技大学,41.6 
95,浙江师范大学,41.5 
96,安徽大学,41.3 
97,大连医科大学,41.2 
97,浙江理工大学,41.2 
99,南京邮电大学,41.1 
100,华侨大学,41.0 
100,宁波大学,41.0 
102,西北大学,40.8 
103,南京工业大学,40.7 
103,上海中医药大学,40.7 
105,陕西师范大学,40.3 
105,首都师范大学,40.3 
105,西交利物浦大学,40.3 
108,杭州电子科技大学,40.1 
109,杭州师范大学,40.0 
109,燕山大学,40.0 
111,大连海事大学,39.8 
111,河北工业大学,39.8 
111,南京信息工程大学,39.8 
114,中央民族大学,39.7 
115,沈阳药科大学,39.6 
116,天津财经大学,39.5 
117,哈尔滨医科大学,39.3 
118,浙江工商大学,39.1 
119,长安大学,39.0 
119,湘潭大学,39.0 
121,云南大学,38.9 
122,重庆医科大学,38.7 
122,南京财经大学,38.7 
122,上海理工大学,38.7 
125,湖北大学,38.6 
125,湖南师范大学,38.6 
127,扬州大学,38.5 
128,温州医科大学,38.3 
128,浙江财经大学,38.3 
130,安徽医科大学,38.2 
130,福建医科大学,38.2 
132,广东工业大学,38.1 
133,广州医科大学,37.9 
133,河北医科大学,37.9 
133,辽宁大学,37.9 
133,上海师范大学,37.9 
137,河北大学,37.7 
137,华南农业大学,37.7 
139,南昌大学,37.6 
139,太原理工大学,37.6 
141,南京审计大学,37.5 
142,广西大学,37.4 
143,山西大学,37.3 
143,郑州大学,37.3 
145,广西医科大学,37.1 
146,东北林业大学,37.0 
147,东北农业大学,36.9 
148,武汉科技大学,36.8 
149,石家庄铁道大学,36.7 
150,渤海大学,36.6 
151,安徽师范大学,36.4 
152,长沙理工大学,36.3 
152,福建师范大学,36.3 
152,黑龙江大学,36.3 
152,江西财经大学,36.3 
156,广州大学,36.2 
157,北京工商大学,36.1 
157,河北师范大学,36.1 
157,三峡大学,36.1 
157,天津师范大学,36.1 
157,温州大学,36.1 
162,安徽工业大学,35.9 
162,河北科技大学,35.9 
164,青岛大学,35.8 
165,辽宁工业大学,35.7 
165,上海海事大学,35.7 
167,徐州医科大学,35.6 
168,天津工业大学,35.5 
169,北京体育大学,35.4 
169,四川农业大学,35.4 
171,西安理工大学,35.3 
172,河南大学,35.2 
172,武汉工程大学,35.2 
174,广州中医药大学,35.1 
174,天津中医药大学,35.1 
176,重庆邮电大学,35.0 
176,济南大学,35.0 
176,闽南师范大学,35.0 
179,北京建筑大学,34.9 
180,重庆工商大学,34.8 
180,福建农林大学,34.8 
180,青岛科技大学,34.8 
180,沈阳航空航天大学,34.8 
184,河北农业大学,34.7 
184,江苏师范大学,34.7 
184,浙江农林大学,34.7 
187,北方工业大学,34.6 
187,天津理工大学,34.6 
187,西安建筑科技大学,34.6 
190,中国计量大学,34.5 
191,长春理工大学,34.4 
191,中国民航大学,34.4 
191,中南民族大学,34.4 
194,福建中医药大学,34.3 
194,海南大学,34.3 
194,集美大学,34.3 
194,南通大学,34.3 
198,黑龙江中医药大学,34.2 
198,湖南农业大学,34.2 
200,辽宁师范大学,34.1 
200,上海海洋大学,34.1 
202,南京中医药大学,34.0 
202,宁夏医科大学,34.0 
202,浙江中医药大学,34.0 
205,广西师范大学,33.9 
205,云南师范大学,33.9 
207,山东师范大学,33.8 
208,北京物资学院,33.7 
208,沈阳医学院,33.7 
210,河南师范大学,33.6 
210,西南石油大学,33.6 
212,常州大学,33.5 
212,山西财经大学,33.5 
214,承德医学院,33.4 
214,江西师范大学,33.4 
214,新乡医学院,33.4 
214,延边大学,33.4 
218,重庆交通大学,33.3 
218,昆明医科大学,33.3 
220,湖州师范学院,33.2 
220,山西师范大学,33.2 
220,天津科技大学,33.2 
223,河北经贸大学,33.1 
223,内蒙古大学,33.1 
223,信阳师范学院,33.1 
226,长江大学,33.0 
226,河南理工大学,33.0 
226,南华大学,33.0 
226,武汉轻工大学,33.0 
230,广东医科大学,32.9 
230,河北北方学院,32.9 
230,上海立信会计学院,32.9 
233,广东药科大学,32.8 
233,山东科技大学,32.8 
233,苏州科技大学,32.8 
236,北京信息科技大学,32.7 
236,黄冈师范学院,32.7 
238,湖南科技大学,32.6 
238,陕西科技大学,32.6 
240,重庆师范大学,32.5 
240,湖南工业大学,32.5 
240,江汉大学,32.5 
240,江苏科技大学,32.5 
240,中南林业科技大学,32.5 
245,东北电力大学,32.4 
245,山东财经大学,32.4 
247,华北理工大学,32.3 
247,山东农业大学,32.3 
247,西南医科大学,32.3 
247,中北大学,32.3 
251,成都理工大学,32.2 
251,广东财经大学,32.2 
251,西安邮电大学,32.2 
251,浙江科技学院,32.2 
255,安徽农业大学,32.0 
255,昆明理工大学,32.0 
255,宁夏大学,32.0 
258,锦州医科大学,31.8 
258,烟台大学,31.8 
260,贵州大学,31.7 
260,吉林师范大学,31.7 
260,山西医科大学,31.7 
260,绍兴文理学院,31.7 
260,沈阳农业大学,31.7 
265,广西民族大学,31.6 
265,兰州交通大学,31.6 
265,闽江学院,31.6 
265,沈阳建筑大学,31.6 
265,西北师范大学,31.6 
270,大连交通大学,31.5 
270,湖北师范大学,31.5 
270,南京林业大学,31.5 
270,青岛理工大学,31.5 
270,上海电力学院,31.5 
275,广东技术师范学院,31.4 
275,河南科技大学,31.4 
275,淮北师范大学,31.4 
275,辽宁中医药大学,31.4 
275,上海第二工业大学,31.4 
275,沈阳师范大学,31.4 
281,哈尔滨师范大学,31.3 
281,沈阳工业大学,31.3 
281,厦门理工学院,31.3 
284,常熟理工学院,31.2 
284,哈尔滨理工大学,31.2 
284,河南工业大学,31.2 
287,桂林电子科技大学,31.1 
287,兰州理工大学,31.1 
287,浙江海洋大学,31.1 
290,大连大学,31.0 
290,河北地质大学,31.0 
290,西华师范大学,31.0 
293,大连海洋大学,30.9 
293,大连民族大学,30.9 
293,曲阜师范大学,30.9 
293,唐山学院,30.9 
297,广东海洋大学,30.8 
297,河北工程大学,30.8 
297,河南农业大学,30.8 
297,嘉兴学院,30.8 
297,石家庄学院,30.8 
302,海南医学院,30.6 
302,河南中医药大学,30.6 
302,淮阴师范学院,30.6 
302,上海应用技术大学,30.6 
302,郑州航空工业管理学院,30.6 
307,大连工业大学,30.5 
307,辽宁工程技术大学,30.5 
307,太原科技大学,30.5 
307,郑州师范学院,30.5 
311,大理大学,30.4 
311,桂林理工大学,30.4 
311,桂林医学院,30.4 
311,上海工程技术大学,30.4 
311,石河子大学,30.4 
316,北京印刷学院,30.3 
316,长春工业大学,30.3 
316,成都中医药大学,30.3 
316,海南师范大学,30.3 
320,长春大学,30.2 
320,广西中医药大学,30.2 
320,四川师范大学,30.2 
320,唐山师范学院,30.2 
324,华东交通大学,30.1 
324,吉首大学,30.1 
324,南昌航空大学,30.1 
324,西南民族大学,30.1 
328,安徽理工大学,30.0 
328,安阳师范学院,30.0 
328,川北医学院,30.0 
328,东北石油大学,30.0 
328,福建工程学院,30.0 
328,哈尔滨商业大学,30.0 
328,天津商业大学,30.0 
335,长治医学院,29.9 
335,湖北工程学院,29.9 
335,西安财经学院,29.9 
335,西安石油大学,29.9 
339,广西师范学院,29.8 
339,宁波工程学院,29.8 
341,廊坊师范学院,29.7 
342,东莞理工学院,29.6 
342,湖南理工学院,29.6 
342,西南科技大学,29.6 
345,蚌埠医学院,29.5 
345,齐齐哈尔医学院,29.5 
345,山西农业大学,29.5 
348,长春师范大学,29.4 
348,五邑大学,29.4 
350,潍坊医学院,29.2 
351,成都信息工程大学,29.1 
351,湖北汽车工业学院,29.1 
351,吉林农业大学,29.1 
351,山东中医药大学,29.1 
351,沈阳理工大学,29.1 
356,吉林建筑大学,29.0 
356,内蒙古医科大学,29.0 
356,山东理工大学,29.0 
356,盐城工学院,29.0 
360,滨州医学院,28.9 
360,济宁医学院,28.9 
360,山西大同大学,28.9 
360,沈阳大学,28.9 
360,西安工程大学,28.9 
360,西华大学,28.9 
360,延安大学,28.9 
367,辽宁科技大学,28.8 
367,辽宁石油化工大学,28.8 
367,陕西理工大学,28.8 
367,沈阳工程学院,28.8 
367,玉林师范学院,28.8 
372,长沙学院,28.7 
372,湖北理工学院,28.7 
372,山东建筑大学,28.7 
372,泰山医学院,28.7 
372,天津城建大学,28.7 
372,皖南医学院,28.7 
372,徐州工程学院,28.7 
379,湖南商学院,28.6 
380,北京联合大学,28.5 
380,北京石油化工学院,28.5 
380,东华理工大学,28.5 
380,江西科技师范大学,28.5 
380,青海大学,28.5 
385,河南科技学院,28.4 
386,聊城大学,28.3 
386,南阳师范学院,28.3 
388,贵州医科大学,28.2 
388,金陵科技学院,28.2 
388,龙岩学院,28.2 
388,鲁东大学,28.2 
388,盐城师范学院,28.2 
388,中原工学院,28.2 
394,北京服装学院,28.1 
394,肇庆学院,28.1 
396,天津农学院,28.0 
397,江西农业大学,27.9 
397,太原工业学院,27.9 
397,云南农业大学,27.9 
400,湖南文理学院,27.8 
400,华北水利水电大学,27.8 
400,江西理工大学,27.8 
400,洛阳师范学院,27.8 
400,莆田学院,27.8 
400,齐鲁工业大学,27.8 
400,青岛农业大学,27.8 
400,西南林业大学,27.8 
408,宝鸡文理学院,27.7 
408,成都医学院,27.7 
408,淮海工学院,27.7 
411,北华大学,27.6 
411,重庆科技学院,27.6 
413,齐齐哈尔大学,27.5 
413,许昌学院,27.5 
415,上海电机学院,27.4 
416,安庆师范大学,27.3 
416,赣南医学院,27.3 
416,惠州学院,27.3 
416,丽水学院,27.3 
420,佛山科学技术学院,27.2 
420,淮阴工学院,27.2 
420,曲靖师范学院,27.2 
420,泉州师范学院,27.2 
420,四川理工学院,27.2 
420,忻州师范学院,27.2 
426,吉林医药学院,27.1 
426,佳木斯大学,27.1 
426,临沂大学,27.1 
426,内蒙古工业大学,27.1 
426,山东工商学院,27.1 
426,新疆大学,27.1 
432,哈尔滨学院,27.0 
432,河南工程学院,27.0 
432,吉林化工学院,27.0 
432,江苏理工学院,27.0 
432,江西中医药大学,27.0 
432,新疆医科大学,27.0 
438,广西科技大学,26.9 
438,湖南工程学院,26.9 
438,岭南师范学院,26.9 
438,通化师范学院,26.9 
442,贵州师范学院,26.8 
442,衡阳师范学院,26.8 
442,遵义医学院,26.8 
445,长江师范学院,26.7 
445,成都学院,26.7 
445,洛阳理工学院,26.7 
445,商丘师范学院,26.7 
445,湘南学院,26.7 
450,赣南师范大学,26.6 
451,甘肃农业大学,26.5 
451,荆楚理工学院,26.5 
451,景德镇陶瓷大学,26.5 
451,韶关学院,26.5 
455,韩山师范学院,26.4 
455,湖南城市学院,26.4 
455,太原师范学院,26.4 
455,咸阳师范学院,26.4 
459,黄山学院,26.3 
459,南昌工程学院,26.3 
461,昆明学院,26.2 
461,南京晓庄学院,26.2 
461,玉溪师范学院,26.2 
464,贵州民族大学,26.1 
464,华北科技学院,26.1 
466,渭南师范学院,26.0 
467,鞍山师范学院,25.9 
468,重庆三峡学院,25.8 
469,井冈山大学,25.7 
469,西藏大学,25.7 
471,北方民族大学,25.6 
472,长春工程学院,25.5 
473,黑龙江八一农垦大学,25.4 
474,黄淮学院,25.3 
474,牡丹江医学院,25.3 
476,安阳工学院,25.2 
477,贵州师范大学,25.1 
477,榆林学院,25.1 
479,湖南工学院,24.9 
479,乐山师范学院,24.9 
479,周口师范学院,24.9 
482,兰州城市学院,24.7 
482,内江师范学院,24.7 
484,嘉应学院,24.6 
484,牡丹江师范学院,24.6 
484,皖西学院,24.6 
487,内蒙古科技大学,24.5 
487,青海师范大学,24.5 
489,南阳理工学院,24.4 
490,山东交通学院,24.3 
491,怀化学院,24.2 
492,安徽科技学院,24.1 
492,滁州学院,24.1 
492,平顶山学院,24.1 
492,四川文理学院,24.1 
492,泰山学院,24.1 
492,浙江万里学院,24.1 
498,滨州学院,24.0 
498,天津职业技术师范大学,24.0 
500,邵阳学院,23.9 
